C:\Users\goldl\AppData\Local\Programs\Python\Python39\python.exe C:/Users/goldl/Desktop/genetics-experiments-master/text-processing.py
249,the maycomb school grounds adjoined the back of the radley lot from the radley chickenyard tall pecan trees shook their fruit into the schoolyard but the nuts lay untouched by the children radley pecans would kill you
82,a baseball hit into the radley yard was a lost ball and no questions asked
69,the misery of that house began many years before jem and i were born
102,the radleys welcome anywhere in town kept to themselves a predilection unforgivable in maycomb
255,they did not go to church maycombs principal recreation but worshiped at home mrs radley seldom if ever crossed the street for a midmorning coffee break with her neighbors and certainly never joined a missionary circle
210,mr radley walked to town at eleventhirty every morning and came back promptly at twelve sometimes carrying a brown paper bag that the neighborhood assumed contained the family groceries
230,i never knew how old mr radley made his living  jem said he bought cotton a polite term for doing nothing  but mr radley and his wife had lived there with their two sons as long as anybody could remember
175,the shutters and doors of the radley house were closed on sundays another thing alien to maycombs ways closed doors meant illness and cold weather only
126,of all days sunday was the day for formal afternoon visiting ladies wore corsets men wore coats children wore shoes
124,but to climb the radley front steps and call hey of a sunday afternoon was something their neighbors never did
38,the radley house had no screen doors
82,i once asked atticus if it ever had any atticus said yes but before i was born
309,according to neighborhood legend when the younger radley boy was in his teens he became acquainted with some of the cunninghams from old sarum an enormous and confusing tribe domiciled in the northern part of the county and they formed the nearest thing to a gang ever seen in maycomb
377,they did little but enough to be discussed by the town and publicly warned from three pulpits they hung around the barbershop they rode the bus to abbottsville on sundays and went to the picture show they attended dances at the countys riverside gambling hell the dewdrop inn amp fishing camp they experimented with stumphole whiskey
103,nobody in maycomb had nerve enough to tell mr radley that his boy was in with the wrong crowd
221,one night in an excessive spurt of high spirits the boys backed around the square in a borrowed flivver resisted arrest by maycomb s ancient beadle mr conner and locked him in the courthouse outhouse
412,the town decided something had to be done mr conner said he knew who each and every one of them was and he was bound and determined they wouldnt get away with it so the boys came before the probate judge on charges of disorderly conduct disturbing the peace assault and battery and using abusive and profane language in the presence and hearing of a female
147,the judge asked mr conner why he included the last charge mr conner said they cussed so loud he was sure every lady in maycomb heard them
229,the judge decided to send the boys to the state industrial school where boys were sometimes sent for no other reason than to provide them with food and decent shelter it was no prison and it was no disgrace
26,mr radley thought it was
102,if the judge released arthur mr radley would see to it that arthur gave no further trouble
75,knowing that mr radley s word was his bond the judge was glad to do so
200,the other boys attended the industrial school and received the best secondary education to be had in the state one of them eventually worked his way through engineering school at auburn
140,the doors of the radley house were closed on weekdays as well as sundays and mr radley s boy was not seen again for fifteen years
137,but there came a day barely within jems memory when boo radley was heard from and was seen by several people but not by jem
313,he said atticus never talked much about the radleys when jem would question him atticuss only answer was for him to mind his own business and let the radleys mind theirs they had a right to but when it happened jem said atticus shook his head and said mm mm mm
136,so jem received most of his information from miss stephanie crawford a neighborhood scold who said she knew the whole thing
150,according to miss stephanie boo was sitting in the livingroom cutting some items from the maycomb tribune to paste in his scrapbook
27,his father entered the room
146,as mr radley passed by boo drove the scissors into his parents leg pulled them out wiped them on his pants and resumed his activities
195,mrs radley ran screaming into the street that arthur was killing them all but when the sheriff arrived he found boo still sitting in the livingroom cutting up the tribune
37,he was thirtythree years old then
163,miss stephanie said old mr radley said no radley was going to any asylum when it was suggested that a season in tuscaloosa might be helpful to boo
46,boo wasnt crazy he was highstrung at times
143,it was all right to shut him up mr radley conceded but insisted that boo not be charged with anything he was not a criminal
122,the sheriff hadnt the heart to put him in jail alongside negroes so boo was locked in the courthouse basement
79,boos transition from the basement to back home was nebulous in jems memory
154,miss stephanie crawford said some of the town council told mr radley that if he didnt take boo back boo would die of mold from the damp
70,besides boo could not live forever on the bounty of the county
171,nobody knew what form of intimidation mr radley employed to keep boo out of sight but jem figured that mr radley kept him chained to the bed most of the time
115,atticus said no it wasnt that sort of thing that there were other ways of making people into ghosts
140,my memory came alive to see mrs radley occasionally open the front door walk to the edge of the porch and pour water on her cannas
68,but every day jem and i would see mr radley walking to and from town
98,he was a thin leathery man with colorless eyes so colorless they did not reflect light
98,his cheekbones were sharp and his mouth was wide with a thin upper lip and a full lower lip
169,miss stephanie crawford said he was so upright he took the word of god as his only law and we believed her because mr radleys posture was ramrod straight
21,he never spoke to us
111,when he passed we would look at the ground and say good morning sir and he would cough in reply
143,mr radleys elder son lived in pensacola he came home at christmas and he was one of the few persons we ever saw enter or leave the place
74,from the day mr radley took arthur home people said the house died
185,but there came a day when atticus told us hed wear us out if we made any noise in the yard and commissioned calpurnia to serve in his absence if she heard a sound out of us
20,mr radley was dying
26,he took his time about it
154,wooden sawhorses blocked the road at each end of the radley lot straw was put down on the sidewalk traffic was diverted to the back street
106,dr reynolds parked his car in front of our house and walked to the radleys every time he called
45,jem and i crept around the yard for days
149,at last the sawhorses were taken away and we stood watching from the front porch when mr radley made his final journey past our house
131,there goes the meanest man ever god blew breath into murmured calpurnia and she spat meditatively into the yard
100,we looked at her in surprise for calpurnia rarely commented on the ways of white people
190,the neighborhood thought when mr radley went under boo would come out but it had another think coming boos elder brother returned from pensacola and took mr radleys place
65,the only difference between him and his father was their ages
45,jem said mr nathan radley bought cotton too
149,mr nathan would speak to us however when we said good morning and sometimes we saw him coming from town with a magazine in his hand
172,the more we told dill about the radleys the more he wanted to know the longer he would stand hugging the lightpole on the corner the more he would wonder
48,wonder what he does in there he would murmur
52,looks like hed just stick his head out the door
55,jem said he goes out all right when its pitch dark
143,miss stephanie crawford said she woke up in the middle of the night one time and saw him looking straight through the window at her
48,said his head was like a skull lookin at her
55,aint you ever waked up at night and heard him dill
60,he walks like this jem slid his feet through the gravel
57,why do you think miss rachel locks up so tight at night
155,ive seen his tracks in our back yard many a mornin and one night i heard him scratching on the back screen but he was gone time atticus got there
26,wonder what he looks like
285,jem gave a reasonable description of boo boo was about sixandahalf feet tall judging from his tracks he dined on raw squirrels and any cats he could catch thats why his hands were bloodstained  if you ate an animal raw you could never wash the blood off
154,there was a long jagged scar that ran across his face what teeth he had were yellow and rotten his eyes popped and he drooled most of the time
38,lets try to make him come out said dill
30,id like to see what he looks like
110,jem said if dill wanted to get himself killed all he had to do was go up and knock on the front door
169,our first raid came to pass only because dill bet jem the gray ghost against two tom swifts that jem wouldnt get any farther than the radley gate
53,in all his life jem had never declined a dare
37,jem thought about it for three days
126,i suppose he loved honor more than his head for dill wore him down easily youre scared dill said the first day
41,aint scared just respectful jem said
91,the next day dill said youre too scared even to put your big toe in the front yard
100,jem said he reckoned he wasnt hed passed the radley place every school day of his life
20,always runnin i said
200,but dill got him the third day when he told jem that folks in meridian certainly werent as afraid as the folks in maycomb that hed never seen such scary folks as the ones in maycomb
177,this was enough to make jem march to the corner where he stopped and leaned against the lightpole watching the gate hanging crazily on its homemade hinge
123,i hope youve got it through your head that hell kill us each and every one dill harris said jem when we joined him
43,dont blame me when he gouges your eyes out
23,you started it remember
47,youre still scared murmured dill patiently
175,jem wanted dill to know once and for all that he wasnt scared of anything its just that i cant think of a way to make him come out without him gettin us
46,besides jem had his little sister to think of
38,when he said that i knew he was afraid
142,jem had his little sister to think of the time i dared him to jump off the top of the house if i got killed whatd become of you
129,then he jumped landed unhurt and his sense of responsibility left him until confronted by the radley place
28,you gonna run out on a dare
75,if you are then dill you have to think about these things jem said
21,lemme think a minute
40,its sort of like making a turtle come out
25,strike a match under him
86,i told jem if he set fire to the radley house i was going to tell atticus on him
55,dill said striking a match under a turtle was hateful
92,aint hateful just persuades him  s not like youd chunk him in the fire jem growled
40,how do you know a match dont hurt him
34,turtles cant feel stupid said jem
28,were you ever a turtle huh
13,my stars dill
15,now lemme think
22,reckon we can rock him
185,jem stood in thought so long that dill made a mild concession i wont say you ran out on a dare an ill swap you the gray ghost if you just go up and touch the house
14,jem brightened
26,touch the house that all
10,dill nodded
20,sure thats all now
67,i dont want you hollerin something different the minute i get back
25,yeah thats all said dill
177,hell probably come out after you when he sees you in the yard then scoutn mell jump on him and hold him down till we can tell him we aint gonna hurt him
116,we left the corner crossed the side street that ran in front of the radley house and stopped at the gate
54,well go on said dill scout and mes right behind you
33,im going said jem dont hurry me
170,he walked to the corner of the lot then back again studying the simple terrain as if deciding how best to effect an entry frowning and scratching his head
22,then i sneered at him
169,jem threw open the gate and sped to the side of the house slapped it with his palm and ran back past us not waiting to see if his foray was successful
33,dill and i followed on his heels
64,safely on our porch panting and out of breath we looked back
124,the old house was the same droopy and sick but as we stared down the street we thought we saw an inside shutter move
59,a tiny almost invisible movement and the house was still
97,contents  p rev  n ext chapter  dill left us early in september to return to meridian
157,we saw him off on the five oclock bus and i was miserable without him until it occurred to me that i would be starting to school in a week
55,i never looked forward more to anything in my life
343,hours of wintertime had found me in the treehouse looking over at the schoolyard spying on multitudes of children through a twopower telescope jem had given me learning their games following jems red jacket through wriggling circles of blind mans buff secretly sharing their misfortunes and minor victories
20,i longed to join them
187,jem condescended to take me to school the first day a job usually done by ones parents but atticus had said jem would be delighted to show me where my room was
167,i think some money changed hands in this transaction for as we trotted around the corner past the radley place i heard an unfamiliar jingle in jems pockets
373,when we slowed to a walk at the edge of the schoolyard jem was careful to explain that during school hours i was not to bother him i was not to approach him with requests to enact a chapter of tarzan and the ant men to embarrass him with references to his private life or tag along behind him at recess and noon
73,i was to stick with the first grade and he would stick with the fifth
36,in short i was to leave him alone
30,you mean we cant play any more
84,well do like we always do at home he said but youll see  schools different
17,it certainly was
209,before the first morning was over miss caroline fisher our teacher hauled me up to the front of the room and patted the palm of my hand with a ruler then made me stand in the corner until noon
42,miss caroline was no more than twentyone
78,she had bright auburn hair pink cheeks and wore crimson fingernail polish
66,she also wore highheeled pumps and a red and whitestriped dress
46,she looked and smelled like a peppermint drop
192,she boarded across the street one door down from us in miss maudie atkinsons upstairs front room and when miss maudie introduced us to her jem was in a haze for days
112,miss caroline printed her name on the blackboard and said this says i am miss caroline fisher
45,i am from north alabama from winston county
132,the class murmured apprehensively should she prove to harbor her share of the peculiarities indigenous to that region
136,when alabama seceded from the union on january   winston county seceded from alabama and every child in maycomb county knew it
136,north alabama was full of liquor interests big mules steel companies republicans professors and other persons of no background
64,miss caroline began the day by reading us a story about cats
142,the cats had long conversations with one another they wore cunning little clothes and lived in a warm house beneath a kitchen stove
147,by the time mrs cat called the drugstore for an order of chocolate malted mice the class was wriggling like a bucketful of catawba worms
237,miss caroline seemed unaware that the ragged denimshirted and floursackskirted first grade most of whom had chopped cotton and fed hogs from the time they were able to walk were immune to imaginative literature
80,miss caroline came to the end of the story and said oh my wasnt that nice
169,then she went to the blackboard and printed the alphabet in enormous square capitals turned to the class and asked does anybody know what these are
69,everybody did most of the first grade had failed it last year
359,i suppose she chose me because she knew my name as i read the alphabet a faint line appeared between her eyebrows and after making me read most of my first reader and the stockmarket quotations from the mobile register aloud she discovered that i was literate and looked at me with more than faint distaste
104,miss caroline told me to tell my father not to teach me any more it would interfere with my reading
18,i said in surprise
45,he hasnt taught me anything miss caroline
108,atticus aint got time to teach me anything i added when miss caroline smiled and shook her head
71,why hes so tired at night he just sits in the livingroom and reads
30,if he didnt teach you who did
31,miss caroline asked goodnaturedly
12,somebody did
45,you werent born reading the mobile register
14,jem says i was
67,he read in a book where i was a bullfinch instead of a finch
167,jem says my names really jean louise bullfinch that i got swapped when i was born and im really a miss caroline apparently thought i was lying
63,lets not let our imaginations run away with us dear she said
55,now you tell your father not to teach you any more
45,its best to begin reading with a fresh mind
75,you tell him ill take over from here and try to undo the damage maam
40,your father does not know how to teach
24,you can have a seat now
68,i mumbled that i was sorry and retired meditating upon my crime
109,i never deliberately learned to read but somehow i had been wallowing illicitly in the daily papers
54,in the long hours of church  was it then i learned
56,i could not remember not being able to read hymns
234,now that i was compelled to think about it reading was something that just came to me as learning to fasten the seat of my union suit without looking around or achieving two bows from a snarl of shoelaces
342,i could not remember when the lines above atticuss moving finger separated into words but i had stared at them all the evenings in my memory listening to the news of the day bills to be enacted into laws the diaries of lorenzo dow  anything atticus happened to be reading when i crawled into his lap every night
54,until i feared i would lose it i never loved to read
28,one does not love breathing
180,i knew i had annoyed miss caroline so i let well enough alone and stared out the window until recess when jem cut me from the covey of firstgraders in the schoolyard
32,he asked how i was getting along
32,if i didnt have to stay id leave
130,jem that damn lady says atticuss been teaching me to read and for him to stop it dont worry scout jem comforted me
63,our teacher says miss carolines introducing a new way of teaching
33,she learned about it in college
32,itll be in all the grades soon
117,you dont have to learn much out of books that way  its like if you wanta learn about cows you go milk one see
57,yeah jem but i dont wanta study cows i sure you do
71,you hafta know about cows theyre a big part of life in maycomb county
62,i contented myself with asking jem if hed lost his mind
84,im just trying to tell you the new way theyre teachin the first grade stubborn
28,its the dewey decimal system
81,having never questioned jems pronouncements i saw no reason to begin now
139,the dewey decimal system consisted in part of miss caroline waving cards at us on which were printed the cat rat man and you
113,no comment seemed to be expected of us and the class received these impressionistic revelations in silence
41,i was bored so i began a letter to dill
86,miss caroline caught me writing and told me to tell my father to stop teaching me
17,besides she said
44,we dont write in the first grade we print
56,you wont learn to write until youre in the third grade
36,calpurnia was to blame for this
61,it kept me from driving her crazy on rainy days i guess
153,she would set me a writing task by scrawling the alphabet firmly across the top of a tablet then copying out a chapter of the bible beneath
143,if i reproduced her penmanship satisfactorily she rewarded me with an openfaced sandwich of bread and butter and sugar
119,in calpurnia s teaching there was no sentimentality i seldom pleased her and she seldom rewarded me
117,everybody who goes home to lunch hold up your hands said miss caroline breaking into my new grudge against calpurnia
51,the town children did so and she looked us over
62,everybody who brings his lunch put it on top of his desk
85,molasses buckets appeared from nowhere and the ceiling danced with metallic light
165,miss caroline walked up and down the rows peering and poking into lunch containers nodding if the contents pleased her frowning a little at others
45,she stopped at walter cunninghams desk
12,wheres yours
81,walter cunninghams face told everybody in the first grade he had hookworms
43,his absence of shoes told us how he got them
78,people caught hookworms going barefooted in barnyards and hog wallows
144,if walter had owned any shoes he would have worn them the first day of school and then discarded them until mid winter
64,he did have on a clean shirt and neatly mended overalls
40,did you forget your lunch this morning
19,asked miss caroline
30,walter looked straight ahead
43,i saw a muscle jump in his skinny jaw
31,did you forget it this morning
19,asked miss caroline
27,walters jaw twitched again
25,yebm he finally mumbled
56,miss caroline went to her desk and opened her purse
34,heres a quarter she said to walter
24,go and eat downtown today
30,you can pay me back tomorrow
23,walter shook his head
38,nome thank you maam he drawled softly
71,impatience crept into miss carolines voice here walter come get it
30,walter shook his head again
95,when walter shook his head a third time someone whispered go on and tell her scout
101,i turned around and saw most of the town people and the entire bus delegation looking at me
153,miss caroline and i had conferred twice already and they were looking at me in the innocent assurance that familiarity breeds understanding
60,i rose graciously on walters behalf ah  miss caroline
22,what is it jean louise
32,miss caroline hes a cunningham
15,i sat back down
16,what jean louise
52,i thought i had made things sufficiently clear
99,it was clear enough to the rest of us walter cunningham was sitting there lying his head off
51,he didnt forget his lunch he didnt have any
72,he had none today nor would he have any tomorrow or the next day
91,he had probably never seen three quarters together at the same time in his life
62,i tried again walters one of the cunninghams miss caroline
29,i beg your pardon jean louise
73,thats okay maam youll get to know all the county folks after a while
103,the cunninghams never took anything they cant pay back  no church baskets and no scrip stamps
77,they never took anything off of anybody they get along on what they have
41,they dont have much but they get along on it
117,my special knowledge of the cunningham tribe  one branch that is  was gained from events of last winter
46,walters father was one of atticuss clients
189,after a dreary conversation in our livingroom one night about his entailment before mr cunningham left he said mr finch i dont know when ill ever be able to pay you
56,let that be the least of your worries walter atticus said
171,when i asked jem what entailment was and jem described it as a condition of having your tail in a crack i asked atticus if mr cunningham would ever pay us
82,not in money atticus said but before the years out ill have been paid
67,one morning jem and i found a load of stovewood in the back yard
59,later a sack of hickory nuts appeared on the back steps
51,with christmas came a crate of smilax and holly
122,that spring when we found a crokersack full of turnip greens atticus said mr cunningham had more than paid him
30,why does he pay you like that
43,because thats the only way he can pay me
15,he has no money
20,are we poor atticus
15,atticus nodded
13,we are indeed
18,jems nose wrinkled
36,are we as poor as the cunninghams
11,not exactly
78,the cunninghams are country folks farmers and the crash hit them hardest
79,atticus said professional people were poor because the farmers were poor
117,as maycomb county was farm country nickels and dimes were hard to come by for doctors and dentists and lawyers
62,entailment was only a part of mr cunninghams vexations
102,the acres not entailed were mortgaged to the hilt and the little cash he made went to interest
194,if he held his mouth right mr cunningham could get a wpa job but his land would go to ruin if he left it and he was willing to go hungry to keep his land and vote as he pleased
59,mr cunningham said atticus came from a set breed of men
95,as the cunninghams had no money to pay a lawyer they simply paid us with what they had
63,did you know said atticus that dr reynolds works the same way
68,he charges some folks a bushel of potatoes for delivery of a baby
81,miss scout if you give me your attention ill tell you what entailment is
56,jems definitions are very nearly accurate sometimes
298,if i could have explained these things to miss caroline i would have saved myself some inconvenience and miss caroline subsequent mortification but it was beyond my ability to explain things as well as atticus so i said youre shamin him miss caroline
84,walter hasnt got a quarter at home to bring you and you cant use any stovewood
98,miss caroline stood stock still then grabbed me by the collar and hauled me back to her desk
64,jean louise ive had about enough of you this morning she said
56,youre starting off on the wrong foot in every way my dear
19,hold out your hand
162,i thought she was going to spit in it which was the only reason anybody in maycomb held out his hand it was a timehonored method of sealing oral contracts
131,wondering what bargain we had made i turned to the class for an answer but the class looked back at me in puzzlement
117,miss caroline picked up her ruler gave me half a dozen quick little pats then told me to stand in the corner
117,a storm of laughter broke loose when it finally occurred to the class that miss caroline had whipped me
168,when miss caroline threatened it with a similar fate the first grade exploded again becoming cold sober only when the shadow of miss blount fell over them
228,miss blount a native maycombian as yet uninitiated in the mysteries of the decimal system appeared at the door hands on hips and announced if i hear another sound from this room ill burn up everybody in it
92,miss caroline the sixth grade cannot concentrate on the pyramids for all this racket
43,my sojourn in the corner was a short one
72,saved by the bell miss caroline watched the class file out for lunch
101,as i was the last to leave i saw her sink down into her chair and bury her head in her arms
82,had her conduct been more friendly toward me i would have felt sorry for her
30,she was a pretty little thing
200,contents  p rev  n ext chapter  catching walter cunningham in the schoolyard gave me some pleasure but when i was rubbing his nose in the dirt jem came by and told me to stop
30,youre biggern he is he said
32,hes as old as you nearly i said
43,he made me start off on the wrong foot
16,let him go scout
94,he didnt have any lunch i said and explained my involvement in walters dietary affairs
81,walter had picked himself up and was standing quietly listening to jem and me
77,his fists were half cocked as if expecting an onslaught from both of us
80,i stomped at him to chase him away but jem put out his hand and stopped me
46,he examined walter with an air of speculation
47,your daddy mr walter cunningham from old sarum
28,he asked and walter nodded
124,walter looked as if he had been raised on fish food his eyes as blue as dill harriss were redrimmed and watery
92,there was no color in his face except at the tip of his nose which was moistly pink
81,he fingered the straps of his overalls nervously picking at the metal hooks
27,jem suddenly grinned at him
48,come on home to dinner with us walter he said
25,wed be glad to have you
42,walters face brightened then darkened
44,jem said our daddys a friend of your daddys
55,scout here shes crazy  she wont fight you any more
43,i wouldnt be too certain of that i said
98,jems free dispensation of my pledge irked me but precious noontime minutes were ticking away
40,yeah walter i wont jump on you again
26,dont you like butterbeans
26,our cals a real good cook
41,walter stood where he was biting his lip
96,jem and i gave up and we were nearly to the radley place when walter called hey im comin
73,when walter caught up with us jem made pleasant conversation with him
71,a haint lives there he said cordially pointing to the radley house
29,ever hear about him walter
27,reckon i have said walter
150,almost died first year i come to school and et them pecans  folks say he pizened em and put em over on the school side of the fence
88,jem seemed to have little fear of boo radley now that walter and i walked beside him
90,indeed jem grew boastful i went all the way up to the house once he said to walter
125,anybody who went up to the house once oughta not to still run every time he passes it i said to the clouds above
28,and whos runnin miss priss
35,you are when aint anybody with you
83,by the time we reached our front steps walter had forgotten he was a cunningham
